,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,,RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ'
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
1109,0,,39.8524,16.216,-82.3365,0,48.7913,,25.1186,8.47305,-8.11305,9.73052,-29.2904,,0,0,0,-6.24646,-6.17837,8.3593,1.57363,33.4453,-3.67025,39.0916,-51.7839,91.0035,0,27.8486,,27.4092,23.1858,-16.7874,-13.7093,-3.27542,,-2.42088,7.37505,3.88986,-2.83929,-5.54372,-1.47474,-6.04746,-10.2512,4.26504,1.54077,-11.3904,1.01917,-186.041,959.777,828.515,,-27.6203,5.82547,11.1052,0,98.7379,,-31.5539,20.7116,-170.016,65.8443,-98.9686,,0,0,0,-8.85082,1.62093,-19.2669,10.5557,20.5175,-0.943377,8.9052,33.3392,4.53729,0,47.8595,,-33.6225,-39.5154,-95.5,-34.7867,-147.486,,-39.4214,44.5704,50.2939,32.3192,31.9622,39.3924,15.306,38.1088,50.5744,-8.89995,-50.2884,-28.0521,-225.461,-388.914,316.489
1110,0,,39.6697,16.2452,-82.2798,0,49.3741,,24.9211,8.62916,-9.16413,10.141,-29.7924,,0,0,0,-6.30249,-6.15546,8.2533,1.64866,33.5693,-3.67894,39.1511,-51.5503,91.0426,0,28.1242,,27.1918,22.8992,-17.4103,-13.8846,-2.34792,,-2.68204,7.64739,4.18594,-2.6448,-5.32511,-1.24608,-5.95709,-9.80614,4.56767,1.49535,-11.7243,0.857202,-187.446,957.356,830.547,,-18.267,2.92178,5.66837,0,58.2844,,-19.7481,15.6107,-105.108,41.0476,-50.1954,,0,0,0,-5.60225,2.29072,-10.5999,7.50301,12.4053,-0.868373,5.94568,23.3538,3.90345,0,27.5523,,-21.7424,-28.6574,-62.2925,-17.5303,92.7499,,-26.1166,27.234,29.6078,19.4487,21.861,22.866,9.03715,44.5039,30.2628,-4.54167,-33.3963,-16.1967,-140.44,-242.037,203.222
1111,0,,39.5896,16.2635,-82.248,0,49.6281,,24.8322,8.70237,-9.63688,10.3154,-30.0036,,0,0,0,-6.33953,-6.14487,8.1887,1.68526,33.6245,-3.68411,39.1846,-51.4367,91.0582,0,28.2626,,27.0903,22.7532,-17.6318,-13.9856,-2.99411,,-2.80479,7.76964,4.34204,-2.55204,-5.22504,-1.11456,-5.92102,-9.71385,4.72466,1.47432,-11.8816,0.763029,-188.11,956.304,831.49,,-8.00771,1.83374,3.17809,0,25.4032,,-8.88847,7.32102,-47.2746,17.4364,-21.1169,,0,0,0,-3.7038,1.05966,-6.45991,3.65989,5.51401,-0.517344,3.35635,11.3586,1.56411,0,13.8378,,-10.1514,-14.6041,-22.1472,-10.1043,-64.6187,,-12.2748,12.2248,15.6101,9.27631,10.0077,13.1515,3.60758,9.22887,15.6992,-2.10383,-15.7257,-9.41736,-66.4398,-105.256,94.3005
1112,0,,39.5747,16.2668,-82.2396,0,49.6794,,24.8131,8.71544,-9.7364,10.356,-30.0379,,0,0,0,-6.34863,-6.14203,8.17632,1.69173,33.6356,-3.68429,39.1935,-51.4093,91.0633,0,28.2824,,27.0674,22.7143,-17.6988,-13.9856,-2.61677,,-2.83124,7.79402,4.36373,-2.53427,-5.19912,-1.09695,-5.91151,-9.64217,4.74852,1.47128,-11.9185,0.751792,-188.242,956.066,831.709,,-1.48557,0.324434,0.842845,0,5.12981,,-1.91279,1.30704,-9.95227,4.06183,-3.43149,,0,0,0,-0.910251,0.283496,-1.23789,0.646648,1.10956,-0.0181427,0.890657,2.74403,0.5068,0,1.98963,,-2.28914,-3.89065,-6.70195,0.00392736,37.7337,,-2.64482,2.43761,2.16957,1.77672,2.59201,1.76114,0.951147,7.16786,2.38621,-0.303591,-3.68958,-1.12369,-13.2307,-23.7226,21.9524

Model Outputs
100
,,Subject1:LCL,,,,,,,,,Subject1:LElbowAngles,,,Subject1:LHU,,,,,,,,,Subject1:LRA,,,,,,,,,Subject1:LShoulderAngles,,,Subject1:RCL,,,,,,,,,Subject1:RElbowAngles,,,Subject1:RHU,,,,,,,,,Subject1:RRA,,,,,,,,,Subject1:RShoulderAngles,,,Subject1:TRX,,,,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,55.1983,62.9383,69.6434,-123.439,358.504,1422.93,184.911,184.911,184.911,60.098,-1.59028e-15,2.29318e-12,-25.7088,1.60458,-107.299,-212.472,302.847,1164.29,279.145,279.145,279.145,-63.9857,-80.9685,214.978,-190.204,498.685,962.847,262.098,262.098,262.098,-8.02556,17.4746,3.3362,-76.5893,-33.9427,48.8467,217.932,241.446,1430.1,202.76,202.76,202.76,64.4699,-1.59028e-15,-9.16e-13,-2.1149,-31.5366,-90.2748,308.08,133.979,1170.15,295.382,295.382,295.382,45.8786,19.3413,-76.679,370.15,326.946,973.639,262.558,262.558,262.558,-7.96752,20.6665,13.0319,137.267,104.822,-7.66863,57.0306,360.31,1463.17,193.835,193.835,193.835
2,0,55.5023,62.8105,69.4849,-123.819,359.261,1421.65,185.087,185.087,185.087,60.7979,-7.95139e-16,-2.67803e-12,-26.05,1.82668,-107.386,-214.384,303.75,1163.84,278.843,278.843,278.843,-64.4727,-81.645,214.038,-191.326,501.19,964.783,261.619,261.619,261.619,-8.28028,17.6381,3.25771,-76.6365,-33.8593,48.516,217.462,240.439,1428.62,202.968,202.968,202.968,65.0602,0,-1.46624e-12,-2.06584,-31.7317,-90.6644,307.787,132.381,1169.18,295.209,295.209,295.209,46.5147,19.4937,-76.73,371.1,326.725,975.016,262.182,262.182,262.182,-8.08192,20.9481,12.9116,137.641,104.6,-7.67861,56.9141,360.173,1461.55,194.027,194.027,194.027
3,0,55.8611,62.6747,69.3181,-124.165,359.97,1420.81,185.267,185.267,185.267,61.6315,0,-3.92162e-12,-26.4329,2.10474,-107.427,-216.478,304.681,1163.98,278.455,278.455,278.455,-65.0643,-82.549,212.915,-192.648,504.114,967.871,261.064,261.065,261.064,-8.56928,17.8119,3.13045,-76.6645,-33.7495,48.1425,216.952,239.175,1427.41,203.188,203.188,203.188,65.7742,0,-2.67326e-12,-2.0193,-31.9328,-91.1657,307.313,130.452,1168.49,294.998,294.998,294.998,47.2942,19.699,-76.8209,372.144,326.484,977.212,261.757,261.757,261.757,-8.23157,21.2575,12.7084,138.072,104.379,-7.70086,56.8501,359.893,1460.27,194.227,194.227,194.227
4,0,56.252,62.5526,69.1639,-124.408,360.487,1420.81,185.43,185.43,185.43,62.5501,7.95139e-16,1.09729e-12,-26.8213,2.42035,-107.389,-218.522,305.474,1165.08,277.997,277.997,277.997,-65.7352,-83.6702,211.678,-194.065,507.208,972.331,260.48,260.48,260.48,-8.86944,17.9735,2.94296,-76.6592,-33.6145,47.7618,216.474,237.705,1426.82,203.396,203.396,203.396,66.5771,1.59028e-15,4.55296e-12,-1.98836,-32.1108,-91.7608,306.633,128.297,1168.4,294.761,294.761,294.761,48.1768,19.9612,-76.9579,373.16,326.257,980.391,261.328,261.328,261.328,-8.41396,21.5572,12.411,138.523,104.189,-7.7379,56.8861,359.433,1459.75,194.413,194.413,194.413
5,0,56.6569,62.4662,69.0411,-124.49,360.698,1422.06,185.567,185.567,185.567,63.5149,-1.59028e-15,1.27858e-12,-27.1867,2.74478,-107.246,-220.306,305.943,1167.44,277.499,277.499,277.499,-66.4682,-84.9826,210.392,-195.459,510.205,978.326,259.911,259.911,259.911,-9.1678,18.1031,2.68973,-76.6107,-33.4592,47.406,216.108,236.093,1427.21,203.579,203.579,203.579,67.4384,1.59028e-15,3.9248e-12,-1.98876,-32.2405,-92.4223,305.748,126.023,1169.17,294.513,294.513,294.513,49.1181,20.2876,-77.1402,374.022,326.086,984.684,260.933,260.933,260.933,-8.62725,21.8092,12.0226,138.958,104.055,-7.78749,57.0691,358.779,1460.37,194.573,194.573,194.573
6,0,57.0686,62.4298,68.965,-124.374,360.542,1424.79,185.676,185.676,185.676,64.5092,-1.59028e-15,-1.08139e-12,-27.5176,3.04446,-106.991,-221.691,305.922,1171.27,276.992,276.992,276.992,-67.2594,-86.4494,209.1,-196.713,512.868,985.947,259.396,259.396,259.396,-9.47038,18.186,2.37557,-76.5125,-33.2939,47.0958,215.935,234.407,1428.81,203.731,203.731,203.731,68.3398,-3.18055e-15,-6.50423e-13,-2.03613,-32.3064,-93.1159,304.692,123.717,1171.01,294.269,294.269,294.269,50.0776,20.6884,-77.3572,374.621,326.013,990.173,260.591,260.591,260.591,-8.8747,21.9872,11.5645,139.357,103.991,-7.84066,57.4393,357.935,1462.38,194.704,194.704,194.704
7,0,57.4906,62.4436,68.9496,-124.036,360.013,1429.14,185.758,185.758,185.758,65.5326,0,2.98654e-12,-27.8159,3.28785,-106.628,-222.597,305.294,1176.66,276.503,276.503,276.503,-68.1116,-88.0283,207.829,-197.722,515.017,995.201,258.952,258.952,258.952,-9.80067,18.2102,2.01455,-76.3576,-33.1359,46.8379,216.013,232.713,1431.74,203.849,203.849,203.849,69.2731,1.59028e-15,2.68439e-12,-2.14238,-32.3042,-93.8031,303.53,121.446,1174.03,294.039,294.039,294.039,51.0211,21.1736,-77.589,374.874,326.075,996.887,260.302,260.302,260.302,-9.16688,22.0843,11.0742,139.715,104.006,-7.88136,58.0227,356.918,1465.9,194.804,194.804,194.804
8,0,57.9327,62.4952,69.0085,-123.466,359.138,1435.09,185.814,185.814,185.814,66.589,1.59028e-15,-3.74033e-12,-28.0881,3.45166,-106.17,-222.989,304.004,1183.58,276.044,276.044,276.044,-69.0279,-89.6785,206.591,-198.409,516.54,1006.02,258.576,258.576,258.576,-10.1899,18.1633,1.62419,-76.1372,-33.0066,46.6275,216.376,231.072,1436.01,203.927,203.927,203.927,70.2347,0,-2.25342e-12,-2.31256,-32.2394,-94.444,302.343,119.265,1178.25,293.826,293.826,293.826,51.9208,21.7483,-77.8088,374.733,326.303,1004.8,260.052,260.052,260.052,-9.51867,22.1141,10.5998,140.045,104.104,-7.89032,58.8257,355.75,1470.94,194.87,194.87,194.871
9,0,58.4047,62.5669,69.155,-122.673,357.956,1442.51,185.844,185.844,185.844,67.6782,7.95139e-16,-2.16596e-12,-28.339,3.52435,-105.636,-222.865,302.063,1191.92,275.612,275.612,275.612,-70.0075,-91.3644,205.389,-198.723,517.388,1018.24,258.249,258.249,258.249,-10.6643,18.0334,1.21965,-75.8432,-32.9259,46.4548,217.026,229.536,1441.53,203.957,203.957,203.957,71.22,0,2.33771e-13,-2.54348,-32.1242,-95.0008,301.217,117.224,1183.64,293.618,293.618,293.618,52.7545,22.4113,-77.9874,374.178,326.718,1013.82,259.815,259.815,259.815,-9.94184,22.1052,10.1923,140.371,104.286,-7.85107,59.8356,354.451,1477.39,194.901,194.901,194.901
10,0,58.9084,62.6449,69.3992,-121.681,356.493,1451.22,185.851,185.851,185.851,68.7927,1.59028e-15,7.98319e-13,-28.5692,3.5071,-105.043,-222.25,299.523,1201.48,275.194,275.194,275.194,-71.0434,-93.0589,204.224,-198.654,517.56,1031.68,257.944,257.944,257.944,-11.2343,17.8136,0.811343,-75.4729,-32.9061,46.3114,217.939,228.141,1448.15,203.93,203.93,203.93,72.2201,0,1.86699e-12,-2.82424,-31.974,-95.4423,300.234,115.366,1190.11,293.391,293.391,293.391,53.5053,23.1539,-78.0983,373.216,327.332,1023.84,259.567,259.567,259.566,-10.4378,22.0914,9.89416,140.712,104.545,-7.75673,61.0225,353.039,1485.1,194.891,194.891,194.891
11,0,59.4318,62.7235,69.7462,-120.523,354.754,1460.95,185.831,185.831,185.831,69.921,7.95139e-16,-5.725e-14,-28.7769,3.41247,-104.411,-221.197,296.46,1212.02,274.774,274.774,274.774,-72.1239,-94.7442,203.089,-198.226,517.098,1046.08,257.636,257.636,257.636,-11.8894,17.507,0.406423,-75.0315,-32.9497,46.196,219.068,226.913,1455.69,203.839,203.839,203.839,73.2228,3.18055e-15,-3.87869e-12,-3.13895,-31.8039,-95.7472,299.458,113.734,1197.53,293.119,293.119,293.119,54.1619,23.9622,-78.1215,371.88,328.148,1034.7,259.284,259.285,259.285,-10.9952,22.1022,9.73084,141.08,104.873,-7.61309,62.3428,351.533,1493.86,194.835,194.835,194.835
12,0,59.9506,62.8061,70.1936,-119.239,352.727,1471.43,185.778,185.778,185.778,71.0514,0,2.51582e-12,-28.9597,3.2608,-103.757,-219.78,292.956,1223.27,274.344,274.344,274.344,-73.2356,-96.4132,201.972,-197.493,516.066,1061.19,257.304,257.304,257.304,-12.6005,17.1287,0.0121635,-74.5334,-33.053,46.1159,220.365,225.868,1463.93,203.68,203.68,203.68,74.2146,0,-3.99955e-12,-3.47098,-31.6272,-95.9064,298.93,112.357,1205.74,292.774,292.774,292.774,54.7192,24.8195,-78.0467,370.219,329.16,1046.22,258.956,258.956,258.956,-11.5935,22.1542,9.70496,141.465,105.262,-7.43591,63.7456,349.952,1503.41,194.729,194.729,194.729
13,0,60.4303,62.9004,70.7333,-117.861,350.39,1482.35,185.683,185.683,185.683,72.176,-1.59028e-15,-1.17681e-13,-29.1165,3.07579,-103.096,-218.089,289.089,1234.93,273.9,273.9,273.9,-74.3668,-98.0657,200.855,-196.523,514.545,1076.72,256.933,256.933,256.933,-13.3275,16.7069,-0.359403,-73.9987,-33.211,46.0855,221.785,225.025,1472.68,203.45,203.45,203.45,75.1841,0,4.28739e-12,-3.80673,-31.4545,-95.9223,298.673,111.257,1214.59,292.343,292.343,292.343,55.1772,25.7085,-77.8736,368.297,330.357,1058.22,258.576,258.576,258.576,-12.2103,22.2475,9.79699,141.842,105.707,-7.24407,65.1777,348.309,1513.51,194.567,194.567,194.567
14,0,60.8301,63.014,71.3534,-116.42,347.725,1493.39,185.535,185.535,185.535,73.2948,7.95139e-16,-4.07111e-13,-29.2502,2.88014,-102.441,-216.223,284.922,1246.67,273.453,273.453,273.453,-75.5105,-99.7029,199.71,-195.378,512.617,1092.4,256.515,256.515,256.515,-14.028,16.2807,-0.687819,-73.4488,-33.42,46.1234,223.295,224.407,1481.73,203.15,203.15,203.15,76.1245,0,-9.92333e-13,-4.138,-31.2947,-95.8068,298.689,110.443,1223.88,291.823,291.823,291.823,55.5409,26.6132,-77.6099,366.183,331.721,1070.47,258.151,258.151,258.151,-12.8272,22.3665,9.97037,142.17,106.212,-7.05337,66.5881,346.619,1523.88,194.342,194.342,194.342
15,0,61.1076,63.1521,72.0417,-114.935,344.729,1504.23,185.321,185.321,185.321,74.4153,3.97569e-15,6.80639e-13,-29.368,2.69253,-101.807,-214.284,280.505,1258.17,273.026,273.026,273.026,-76.665,-101.321,198.512,-194.103,510.36,1107.95,256.055,256.055,256.055,-14.6652,15.8958,-0.944759,-72.9034,-33.6784,46.2492,224.869,224.042,1490.89,202.78,202.78,202.78,77.0347,3.18055e-15,4.40189e-12,-4.46167,-31.1567,-95.5779,298.968,109.908,1233.4,291.232,291.232,291.232,55.819,27.5192,-77.268,363.955,333.233,1082.79,257.696,257.696,257.696,-13.4328,22.4855,10.1801,142.404,106.78,-6.87357,67.9316,344.9,1534.29,194.051,194.051,194.051
16,0,61.2246,63.3174,72.786,-113.424,341.412,1514.58,185.037,185.037,185.037,75.5521,-3.18055e-15,-4.0393e-12,-29.4804,2.52581,-101.209,-212.371,275.875,1269.11,272.653,272.653,272.653,-77.8348,-102.909,197.23,-192.721,507.843,1123.1,255.562,255.562,255.562,-15.2111,15.5981,-1.0994,-72.3784,-33.986,46.4807,226.488,223.967,1499.95,202.343,202.343,202.343,77.9204,1.59028e-15,-3.46362e-12,-4.7782,-31.0508,-95.2555,299.5,109.632,1242.96,290.6,290.6,290.6,56.0239,28.414,-76.8602,361.693,334.877,1094.96,257.234,257.234,257.234,-14.0225,22.5757,10.3812,142.499,107.417,-6.70765,69.171,343.175,1544.49,193.69,193.69,193.69
17,0,61.1522,63.5093,73.5745,-111.904,337.8,1524.14,184.687,184.687,184.687,76.7248,7.95139e-16,-1.89879e-12,-29.5987,2.38682,-100.659,-210.572,271.055,1279.2,272.372,272.372,272.372,-79.0296,-104.459,195.837,-191.245,505.125,1137.6,255.049,255.05,255.05,-15.6483,15.4276,-1.12519,-71.8853,-34.3428,46.8311,228.132,224.215,1508.72,201.838,201.838,201.838,78.7933,0,-2.70983e-12,-5.08807,-30.9891,-94.8593,300.283,109.588,1252.33,289.969,289.969,289.969,56.1722,29.2878,-76.3956,359.484,336.642,1106.78,256.79,256.79,256.79,-14.5959,22.6121,10.5346,142.418,108.125,-6.55282,70.2775,341.469,1554.24,193.263,193.263,193.263
18,0,60.8745,63.7257,74.3965,-110.395,333.938,1532.67,184.283,184.283,184.283,77.9558,2.38542e-15,7.02903e-13,-29.7315,2.27722,-100.16,-208.956,266.068,1288.16,272.221,272.221,272.221,-80.2654,-105.969,194.306,-189.686,502.264,1151.25,254.529,254.529,254.529,-15.9683,15.4124,-1.00616,-71.4311,-34.748,47.3068,229.778,224.812,1516.98,201.269,201.269,201.269,79.6668,0,2.83705e-12,-5.38847,-30.9843,-94.4071,301.325,109.747,1261.27,289.386,289.386,289.386,56.2838,30.1321,-75.8784,357.423,338.531,1118.05,256.385,256.385,256.385,-15.1546,22.5778,10.6088,142.132,108.904,-6.40241,71.2277,339.809,1563.31,192.776,192.776,192.776
19,0,60.3905,63.9648,75.2424,-108.924,329.88,1539.95,183.843,183.843,183.843,79.2663,-7.95139e-16,-5.7568e-13,-29.8812,2.1948,-99.7075,-207.563,260.94,1295.76,272.235,272.235,272.235,-81.5621,-107.452,192.613,-188.061,499.323,1163.87,254.014,254.014,254.014,-16.1685,15.5643,-0.740863,-71.0204,-35.2004,47.9055,231.401,225.77,1524.51,200.651,200.651,200.651,80.5522,1.59028e-15,1.99739e-12,-5.67087,-31.0465,-93.9137,302.651,110.09,1269.55,288.9,288.901,288.901,56.3795,30.9407,-75.3077,355.6,340.557,1128.58,256.033,256.033,256.033,-15.698,22.4666,10.5816,141.628,109.754,-6.24936,72.0019,338.226,1571.48,192.247,192.247,192.247
20,0,59.7148,64.226,76.1055,-107.527,325.685,1545.81,183.393,183.393,183.393,80.6712,0,-4.96803e-12,-30.041,2.13542,-99.2865,-206.404,255.707,1301.79,272.433,272.433,272.433,-82.9399,-108.932,190.736,-186.401,496.371,1175.34,253.516,253.516,253.516,-16.2495,15.876,-0.342715,-70.6563,-35.6989,48.6151,232.978,227.078,1531.12,200.012,200.012,200.012,81.4548,-1.59028e-15,4.04726e-12,-5.92108,-31.1811,-93.3881,304.302,110.618,1276.93,288.554,288.554,288.554,56.4777,31.7093,-74.6781,354.097,342.744,1138.16,255.737,255.737,255.737,-16.2234,22.2833,10.4418,140.903,110.676,-6.08737,72.5816,336.752,1578.55,191.703,191.703,191.703
21,0,58.878,64.5107,76.9822,-106.251,321.409,1550.14,182.967,182.967,182.967,82.1724,7.95139e-16,4.25876e-12,-30.1938,2.09423,-98.8773,-205.457,250.428,1306.12,272.813,272.813,272.813,-84.4143,-110.442,188.664,-184.747,493.478,1185.57,253.044,253.044,253.044,-16.214,16.3226,0.163396,-70.3402,-36.2441,49.4149,234.495,228.708,1536.6,199.397,199.397,199.397,82.3708,0,4.66746e-12,-6.12082,-31.387,-92.8337,306.322,111.345,1283.18,288.374,288.374,288.374,56.5902,32.4359,-73.9817,352.974,345.126,1146.63,255.494,255.494,255.494,-16.726,22.0424,10.1905,139.967,111.673,-5.91061,72.9504,335.414,1584.31,191.182,191.182,191.182
22,0,57.925,64.8229,77.8729,-105.151,317.098,1552.87,182.602,182.602,182.602,83.7548,1.59028e-15,-2.17232e-12,-30.3144,2.0672,-98.4612,-204.673,245.18,1308.66,273.341,273.341,273.341,-85.9902,-112.005,186.401,-183.139,490.703,1194.51,252.604,252.604,252.604,-16.0665,16.8655,0.747259,-70.0712,-36.8397,50.2777,235.952,230.612,1540.81,198.858,198.858,198.858,83.2861,-3.18055e-15,-1.7175e-13,-6.25052,-31.6561,-92.2491,308.759,112.31,1288.11,288.367,288.367,288.367,56.7204,33.1189,-73.2111,352.265,347.737,1153.81,255.294,255.294,255.294,-17.2004,21.7649,9.8406,138.843,112.744,-5.71319,73.0951,334.229,1588.62,190.73,190.73,190.73
23,0,56.9095,65.1693,78.7806,-104.281,312.778,1553.98,182.334,182.334,182.334,85.3859,7.95139e-16,-3.51769e-12,-30.3739,2.05199,-98.0248,-203.989,240.053,1309.41,273.948,273.948,273.948,-87.6579,-113.635,183.97,-181.615,488.088,1202.1,252.195,252.195,252.195,-15.8138,17.459,1.37989,-69.8462,-37.4922,51.1726,237.355,232.733,1543.62,198.446,198.446,198.446,84.1774,0,-5.30676e-12,-6.29091,-31.9746,-91.6306,311.647,113.567,1291.6,288.506,288.506,288.506,56.8643,33.7558,-72.3625,351.982,350.612,1159.55,255.124,255.124,255.124,-17.6416,21.4758,9.41337,137.564,113.89,-5.48921,73.0096,333.197,1591.36,190.39,190.39,190.39
24,0,55.8859,65.5578,79.7098,-103.679,308.459,1553.52,182.187,182.187,182.187,87.0203,-7.95139e-16,-1.68569e-13,-30.3465,2.04878,-97.5631,-203.329,235.138,1308.44,274.54,274.54,274.54,-89.3915,-115.326,181.411,-180.202,485.653,1208.32,251.815,251.815,251.815,-15.4647,18.0579,2.03738,-69.6591,-38.2079,52.0692,238.716,235.01,1544.95,198.197,198.196,198.197,85.0137,0,4.39394e-12,-6.22509,-32.3251,-90.9758,314.994,115.188,1293.58,288.731,288.731,288.731,57.0126,34.3407,-71.4377,352.121,353.782,1163.74,254.967,254.967,254.967,-18.044,21.2009,8.93416,136.167,115.105,-5.23408,72.6989,332.3,1592.44,190.192,190.192,190.192
25,0,54.9005,65.9949,80.6639,-103.355,304.136,1551.54,182.174,182.174,182.174,88.606,0,3.08514e-13,-30.214,2.06057,-97.0773,-202.62,230.519,1305.86,275.009,275.009,275.009,-91.1511,-117.061,178.779,-178.918,483.396,1213.15,251.452,251.452,251.452,-15.0307,18.6237,2.70022,-69.5023,-38.9896,52.9407,240.042,237.382,1544.77,198.123,198.123,198.123,85.7591,1.59028e-15,-4.91396e-12,-6.03975,-32.6884,-90.2864,318.775,117.255,1294.05,288.951,288.951,288.951,57.1537,34.863,-70.4469,352.666,357.276,1166.34,254.806,254.806,254.806,-18.4001,20.9636,8.42754,134.693,116.379,-4.94641,72.1822,331.509,1591.84,190.148,190.148,190.148
26,0,53.9855,66.4834,81.6446,-103.283,299.799,1548.12,182.284,182.284,182.284,90.0934,7.95139e-16,7.18805e-13,-29.969,2.09306,-96.5711,-201.797,226.261,1301.85,275.252,275.252,275.252,-92.8881,-118.82,176.134,-177.779,481.302,1216.58,251.09,251.09,251.09,-14.5255,19.1287,3.35052,-69.3668,-39.838,53.7678,241.338,239.805,1543.1,198.213,198.213,198.213,86.3771,-2.38542e-15,3.53042e-13,-5.72684,-33.0454,-89.5707,322.924,119.852,1293.08,289.063,289.063,289.063,57.2771,35.3079,-69.4081,353.602,361.114,1167.34,254.622,254.622,254.622,-18.702,20.7822,7.9141,133.184,117.695,-4.62731,71.492,330.789,1589.61,190.249,190.249,190.249
27,0,53.158,67.0183,82.6521,-103.405,295.44,1543.38,182.492,182.492,182.492,91.4421,7.95139e-16,-1.78111e-13,-29.6147,2.15432,-96.0473,-200.805,222.407,1296.59,275.181,275.181,275.181,-94.5516,-120.588,173.53,-176.804,479.348,1218.65,250.704,250.704,250.704,-13.9654,19.559,3.97114,-69.2423,-40.7544,54.541,242.605,242.26,1540.03,198.43,198.43,198.43,86.8384,0,-4.08383e-12,-5.28547,-33.3802,-88.843,327.351,123.047,1290.8,288.982,288.982,288.982,57.3779,35.6597,-68.345,354.917,365.307,1166.8,254.394,254.394,254.394,-18.9445,20.6672,7.40779,131.676,119.031,-4.2778,70.6684,330.1,1585.81,190.461,190.461,190.461
